"","ADM_RATE_ALL","SATVRMID","SATMTMID","SATWRMID","TestPerc","Score","good_lab","ADM_RATE_ROUND"
"16320",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16321",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16322",0.85410334346504,"505","485","NULL","SATMT25",440,"SAT Math 
25th Percentile",80
"16323",0.51040571788942,"635","605","NULL","SATMT25",560,"SAT Math 
25th Percentile",50
"16324",0.8312636026117,"535","535","NULL","SATMT25",490,"SAT Math 
25th Percentile",80
"16325",0.69990023493064,"550","535","485","SATMT25",490,"SAT Math 
25th Percentile",60
"16326",0.57506824385805,"525","490","280","SATMT25",430,"SAT Math 
25th Percentile",50
"16327",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16328",1,"493","485","395","SATMT25",440,"SAT Math 
25th Percentile",100
"16329",0.56807732007131,"535","515","450","SATMT25",470,"SAT Math 
25th Percentile",50
"16330",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16331",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16332",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16333",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16334",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16335",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16336",0.92868719611021,"505","505","NULL","SATMT25",450,"SAT Math 
25th Percentile",90
"16337",0.64282613166373,"625","635","550","SATMT25",570,"SAT Math 
25th Percentile",60
"16338",0.92702284165698,"555","555","500","SATMT25",500,"SAT Math 
25th Percentile",90
"16339",0.28745251751744,"675","690","625","SATMT25",610,"SAT Math 
25th Percentile",20
"16340",0.87212018260961,"NULL","NULL","585","SATMT25",NA,"SAT Math 
25th Percentile",80
"16341",0.99980301388752,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",90
"16342",0.93877551020408,"575","570","505","SATMT25",520,"SAT Math 
25th Percentile",90
"16343",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16344",0.53614396926498,"620","620","585","SATMT25",560,"SAT Math 
25th Percentile",50
"16345",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16346",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16347",0.62927756653992,"NULL","NULL","475","SATMT25",NA,"SAT Math 
25th Percentile",60
"16348",0.64686468646864,"520","510","NULL","SATMT25",450,"SAT Math 
25th Percentile",60
"16349",0.90499861916597,"565","555","485","SATMT25",510,"SAT Math 
25th Percentile",90
"16350",0.6304718590108,"465","445","390","SATMT25",400,"SAT Math 
25th Percentile",60
"16351",0.67863490934944,"600","595","520","SATMT25",550,"SAT Math 
25th Percentile",60
"16352",0.57530802112144,"520","490","465","SATMT25",440,"SAT Math 
25th Percentile",50
"16353",0.95704948646125,"535","520","455","SATMT25",470,"SAT Math 
25th Percentile",90
"16354",0.33721171826303,"690","684","NULL","SATMT25",630,"SAT Math 
25th Percentile",30
"16355",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16356",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16357",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16358",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16359",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16360",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16361",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16362",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16363",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16364",0.80763983628922,"NULL","NULL","410","SATMT25",NA,"SAT Math 
25th Percentile",80
"16365",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16366",0.97039874629984,"545","539","NULL","SATMT25",490,"SAT Math 
25th Percentile",90
"16367",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16368",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16369",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16370",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16371",0.59183321847002,"670","660","605","SATMT25",600,"SAT Math 
25th Percentile",50
"16372",0.87688821752265,"598","570","NULL","SATMT25",530,"SAT Math 
25th Percentile",80
"16373",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16374",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16375",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16376",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16377",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16378",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16379",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16380",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16381",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16382",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16383",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16384",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16385",0.88726828984833,"580","555","505","SATMT25",510,"SAT Math 
25th Percentile",80
"16386",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16387",0.92631849425065,"605","590","NULL","SATMT25",530,"SAT Math 
25th Percentile",90
"16388",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16389",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16390",0.94967763086001,"640","645","555","SATMT25",590,"SAT Math 
25th Percentile",90
"16391",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16392",0.757311441765,"640","610","NULL","SATMT25",550,"SAT Math 
25th Percentile",70
"16393",0.66917728852838,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",60
"16394",0.87290559869227,"534","524","460","SATMT25",470,"SAT Math 
25th Percentile",80
"16395",0.62430167597765,"NULL","NULL","545","SATMT25",NA,"SAT Math 
25th Percentile",60
"16396",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16397",1,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",100
"16398",0.7539200809307,"NULL","NULL","475","SATMT25",NA,"SAT Math 
25th Percentile",70
"16399",0.13447001511842,"720","735","705","SATMT25",690,"SAT Math 
25th Percentile",10
"16400",0.86768292682926,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",80
"16401",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16402",0.85883849088596,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",80
"16403",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16404",1,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",100
"16405",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16406",0.55683269476372,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",50
"16407",0.63511874486482,"670","655","595","SATMT25",610,"SAT Math 
25th Percentile",60
"16408",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16409",0.59452736318407,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",50
"16410",0.47718082033506,"515","518","NULL","SATMT25",450,"SAT Math 
25th Percentile",40
"16411",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16412",0.7225,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",70
"16413",0.7508854781582,"583","575","490","SATMT25",520,"SAT Math 
25th Percentile",70
"16414",0.36543633762517,"720","720","670","SATMT25",670,"SAT Math 
25th Percentile",30
"16415",0.40706106870229,"560","535","NULL","SATMT25",470,"SAT Math 
25th Percentile",40
"16416",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16417",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16418",0.88535602328705,"620","595","555","SATMT25",540,"SAT Math 
25th Percentile",80
"16419",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16420",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16421",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16422",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16423",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16424",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16425",0.8721238938053,"NULL","NULL","460","SATMT25",NA,"SAT Math 
25th Percentile",80
"16426",0.95229357798165,"640","675","NULL","SATMT25",550,"SAT Math 
25th Percentile",90
"16427",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16428",0.76421304608019,"535","515","420","SATMT25",440,"SAT Math 
25th Percentile",70
"16429",0.91299264383494,"625","620","NULL","SATMT25",560,"SAT Math 
25th Percentile",90
"16430",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16431",0.36807705538355,"600","570","520","SATMT25",530,"SAT Math 
25th Percentile",30
"16432",0.80124317768344,"NULL","NULL","350","SATMT25",NA,"SAT Math 
25th Percentile",80
"16433",0.74717103136113,"NULL","NULL","555","SATMT25",NA,"SAT Math 
25th Percentile",70
"16434",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16435",0.86253305629013,"620","605","NULL","SATMT25",560,"SAT Math 
25th Percentile",80
"16436",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16437",0.99282902137232,"NULL","NULL","515","SATMT25",NA,"SAT Math 
25th Percentile",90
"16438",0.89978249958173,"560","540","NULL","SATMT25",510,"SAT Math 
25th Percentile",80
"16439",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16440",0.96872985170857,"NULL","NULL","485","SATMT25",NA,"SAT Math 
25th Percentile",90
"16441",0.83333333333333,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",80
"16442",NA,"NULL","NULL","495","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16443",0.8191764471852,"635","590","545","SATMT25",540,"SAT Math 
25th Percentile",80
"16444",0.83663157894736,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",80
"16445",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16446",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16447",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16448",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16449",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16450",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16451",0.8864406779661,"497","475","385","SATMT25",420,"SAT Math 
25th Percentile",80
"16452",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16453",0.96231414691594,"570","550","NULL","SATMT25",500,"SAT Math 
25th Percentile",90
"16454",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16455",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16456",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16457",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16458",0.95314852537419,"515","535","NULL","SATMT25",480,"SAT Math 
25th Percentile",90
"16459",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16460",0.83822222222222,"NULL","NULL","530","SATMT25",NA,"SAT Math 
25th Percentile",80
"16461",0.93798449612403,"530","495","495","SATMT25",440,"SAT Math 
25th Percentile",90
"16462",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16463",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16464",0.72165991902834,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",70
"16465",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16466",0.28771049802938,"NULL","NULL","655","SATMT25",NA,"SAT Math 
25th Percentile",20
"16467",1,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",100
"16468",0.80375529981829,"590","565","539","SATMT25",530,"SAT Math 
25th Percentile",80
"16469",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16470",0.74350152905198,"NULL","NULL","475","SATMT25",NA,"SAT Math 
25th Percentile",70
"16471",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16472",0.99512987012987,"571","552","500","SATMT25",500,"SAT Math 
25th Percentile",90
"16473",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16474",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16475",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16476",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16477",0.80033557046979,"580","560","545","SATMT25",490,"SAT Math 
25th Percentile",80
"16478",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16479",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16480",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16481",0.83366141732283,"565","545","460","SATMT25",490,"SAT Math 
25th Percentile",80
"16482",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16483",0.56465496742283,"650","660","580","SATMT25",600,"SAT Math 
25th Percentile",50
"16484",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16485",0.927697821264,"605","580","535","SATMT25",520,"SAT Math 
25th Percentile",90
"16486",0.20743782702049,"720","720","670","SATMT25",690,"SAT Math 
25th Percentile",20
"16487",0.63912201420271,"600","590","NULL","SATMT25",530,"SAT Math 
25th Percentile",60
"16488",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16489",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16490",0.96081379033874,"480","455","410","SATMT25",400,"SAT Math 
25th Percentile",90
"16491",0.93784323514727,"421","404","NULL","SATMT25",373,"SAT Math 
25th Percentile",90
"16492",0.86368015414258,"635","630","NULL","SATMT25",560,"SAT Math 
25th Percentile",80
"16493",0.18849116447666,"725","745","690","SATMT25",710,"SAT Math 
25th Percentile",10
"16494",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16495",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16496",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16497",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16498",0.88446178136899,"NULL","NULL","455","SATMT25",NA,"SAT Math 
25th Percentile",80
"16499",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16500",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16501",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16502",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16503",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16504",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16505",0.63813813813813,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",60
"16506",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16507",0.97069943289224,"NULL","NULL","465","SATMT25",NA,"SAT Math 
25th Percentile",90
"16508",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16509",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16510",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16511",0.99459945994599,"580","520","525","SATMT25",470,"SAT Math 
25th Percentile",90
"16512",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16513",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16514",0.76154975714447,"650","645","NULL","SATMT25",600,"SAT Math 
25th Percentile",70
"16515",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16516",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16517",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16518",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16519",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16520",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16521",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16522",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16523",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16524",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16525",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16526",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16527",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
"16528",0.95983086680761,"558","540","480","SATMT25",490,"SAT Math 
25th Percentile",90
"16529",NA,"NULL","NULL","NULL","SATMT25",NA,"SAT Math 
25th Percentile",NA
